rho,Lambda,window,window_method,regime,x_min,x_max,Bbar,F_expected,active_density,T,p1_amplitude,cos_coeff,sin_coeff,fit_rmse,p1_amplitude_norm,lk_fit_norm,m_eff_fit
-0.14,1.0,W0,zero,deep_hole,12.036178516178166,21.458512058520814,0.05971095614511358,0.12035405699485786,0.019154943091895332,0.00047070937873005034,0.00017993944395597702,-1.606287352822549e-05,0.00017922105787323772,4.241027854267583e-05,0.5850235044430867,0.5904985318867382,13.58892759917459
-0.14,1.0,W0,zero,deep_hole,12.036178516178166,21.458512058520814,0.05971095614511358,0.12035405699485786,0.019154943091895332,0.000722128157528199,9.077275095398166e-05,-1.4806261228785343e-05,8.955705971155231e-05,2.4268045608284678e-05,0.2951225795942221,0.28897795345987276,13.58892759917459
-0.14,1.0,W0,zero,deep_hole,12.036178516178166,21.458512058520814,0.05971095614511358,0.12035405699485786,0.019154943091895332,0.0011078365961221508,2.765682843557067e-05,-6.466554369218556e-06,2.68902181788198e-05,1.0592854181002666e-05,0.08991855447278835,0.07826888577393985,13.58892759917459
-0.14,1.0,W0,zero,deep_hole,12.036178516178166,21.458512058520814,0.05971095614511358,0.12035405699485786,0.019154943091895332,0.0016995624819678722,1.0951392800316929e-06,-3.325139990019323e-07,-1.0434387778571764e-06,3.9933052331961315e-06,0.003560543510483258,0.008414045753243202,13.58892759917459
-0.14,1.0,W0,zero,deep_hole,12.036178516178166,21.458512058520814,0.05971095614511358,0.12035405699485786,0.019154943091895332,0.0026073453794753566,1.3377563942985262e-05,2.820252995971499e-06,-1.307690292413969e-05,1.2479976166149609e-05,0.043493461837924914,0.00021869101224279575,13.58892759917459
-0.14,1.0,W0,zero,deep_hole,12.036178516178166,21.458512058520814,0.05971095614511358,0.12035405699485786,0.019154943091895332,0.004,1.4921883883425857e-05,4.857971932252186e-06,-1.410895911596225e-05,2.0822622545655565e-05,0.048514392455888435,6.437224184141536e-07,13.58892759917459
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.0002,7.931581144066703e-05,-1.1203359917184434e-05,7.852058756184567e-05,3.290759251741481e-05,1.0,1.0,23.652248448065
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.00030682548092687834,2.5568127673943137e-05,-1.3922972346173047e-05,2.144481274804603e-05,1.0731035569876855e-05,0.322358521075834,0.43515957118834153,23.652248448065
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.00047070937873005034,1.9670638685142774e-05,-1.0917040759716014e-05,-1.6363136842675818e-05,7.222571632734053e-06,0.2480040023275509,0.09780583739345165,23.652248448065
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.000722128157528199,2.282787261328448e-05,-4.756800674968761e-06,-2.2326769031522683e-05,6.540988438426459e-06,0.2878098603373817,0.007889081187007728,23.652248448065
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.0011078365961221508,1.1012667629778105e-05,-3.781853556680852e-07,-1.100617209390807e-05,4.172127664322432e-06,0.13884580425702686,0.0001319602646035831,23.652248448065
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.0016995624819678722,6.781821927535574e-07,4.611457093072371e-07,-4.972682589463642e-07,6.555354683521095e-06,0.008550403512682691,1.9754428888676033e-07,23.652248448065
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.0026073453794753566,4.450904927946072e-06,4.53500522379928e-07,4.427741179632766e-06,1.2687000888384243e-05,0.05611623769714082,7.291558792562226e-12,23.652248448065
-0.14,1.0,W1,zero,deep_hole,21.458512058520814,28.72739619889351,0.039851824335659515,0.12035405699485786,0.019154943091895332,0.004,4.77827133270535e-06,5.882496832110928e-07,4.741923580062822e-06,2.1005057865816823e-05,0.06024361657422849,9.183306737298683e-19,23.652248448065
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.0002,1.1202596732803664e-05,-4.921524720327383e-06,1.0063635922718477e-05,3.6664223113553624e-06,1.0,1.0,7.050417534686413
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.00030682548092687834,7.351892568396126e-06,-1.4323321074680534e-06,-7.2110158140968125e-06,2.3583482089182086e-06,0.6562668231079112,0.8413623710447234,7.050417534686413
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.00047070937873005034,5.875620305205609e-06,3.824336982739158e-06,-4.460645761927079e-06,2.9081840965934638e-06,0.5244873528295901,0.5815783840992035,7.050417534686413
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.000722128157528199,4.101661442107674e-06,3.909512655657018e-06,1.240700359043396e-06,2.517871516872636e-06,0.36613488282561385,0.27960902919605246,7.050417534686413
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.0011078365961221508,1.982765680885636e-06,1.2589436896032076e-06,1.5318030329341112e-06,3.3697141950684094e-06,0.1769916143709487,0.07361453408382226,7.050417534686413
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.0016995624819678722,6.651939541088835e-07,3.8173362009766197e-07,5.447590658907342e-07,7.367655895009245e-06,0.059378550346371885,0.0075752354262410265,7.050417534686413
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.0026073453794753566,5.761958247336168e-07,4.3544520909660547e-07,3.7734480030241094e-07,1.2795757176136837e-05,0.051434130717781607,0.000184117427672602,7.050417534686413
-0.14,1.0,W2,zero,deep_hole,28.72739619889351,36.8917900895835,0.030478890597752016,0.12035405699485786,0.019154943091895332,0.004,5.616274559388534e-07,4.473815674331847e-07,3.395219173858672e-07,1.9309267915327816e-05,0.05013368501378657,4.88964773402093e-07,7.050417534686413
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.0002,0.0003651984560202334,6.860857082150475e-05,0.00035869593849023845,0.0002962733794526929,1.0,1.0,5.917823971903094
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.00030682548092687834,0.00034066009563792055,7.576619544769121e-05,0.00033212766278559126,0.00026851101409567567,0.9328081486167255,0.9602228056967299,5.917823971903094
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.00047070937873005034,0.0003040718258727216,8.178232255175135e-05,0.0002928674222367726,0.00022657059237323813,0.8326207870273001,0.8748785527627879,5.917823971903094
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.000722128157528199,0.00025010944453758696,7.628787770286775e-05,0.00023819087716050877,0.00016502954623660653,0.6848589867086676,0.7112310721533108,5.917823971903094
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.0011078365961221508,0.00017319316027919837,5.859610096337348e-05,0.00016297965431116314,8.620656117157668e-05,0.4742439553731377,0.4598909079736804,5.917823971903094
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.0016995624819678722,8.054452089467575e-05,3.7822059421112946e-05,7.111196571111405e-05,2.2075979825591524e-05,0.22055000388669022,0.1970097804436519,5.917823971903094
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.0026073453794753566,1.951394931274257e-05,1.7829159337326954e-05,7.931916231560515e-06,3.691068420288966e-06,0.05343382205225265,0.04319729443344785,5.917823971903094
-0.15,1.0,W0,zero,deep_hole,12.156631624229872,24.52283113033194,0.05452642568357304,0.05752220392306212,0.009154943091895351,0.004,9.423055773068633e-06,6.559606968559124e-06,-6.765023024380086e-06,6.978406946508567e-06,0.02580256191594238,0.0033541920078715383,5.917823971903094
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.0002,0.00017575175607304546,6.176064094107256e-05,0.00016454270872119246,5.9079365399733144e-05,1.0,1.0,6.73307042187967
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.00030682548092687834,0.00013630802612964147,6.0869799346433875e-05,0.00012196206588478199,2.4773552923115454e-05,0.7755713466270545,0.8491332805803504,6.73307042187967
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.00047070937873005034,9.171554379891158e-05,5.631155885258109e-05,7.239301978728587e-05,1.653006585951474e-05,0.5218470975663709,0.5977048316431821,6.73307042187967
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.000722128157528199,5.8365570330715775e-05,4.465384391051625e-05,3.758422573427555e-05,1.996002710265654e-05,0.3320909653184804,0.2966903562762019,6.73307042187967
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.0011078365961221508,3.4637080238363826e-05,2.7466575929212803e-05,2.1102476967494637e-05,1.3574686736312847e-05,0.1970795684338315,0.0822079039877527,6.73307042187967
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.0016995624819678722,1.552932468309263e-05,1.1514848422821407e-05,1.0419606082398576e-05,6.43350792516472e-06,0.0883594282644799,0.009153322707109791,6.73307042187967
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.0026073453794753566,5.510990879407543e-06,4.021434011184726e-06,3.768167852763442e-06,5.579700152823097e-06,0.031356676044346776,0.0002510752379490892,6.73307042187967
-0.15,1.0,W1,zero,deep_hole,24.52283113033194,42.184232013728625,0.029981832593661037,0.05752220392306212,0.009154943091895351,0.004,2.358412123216721e-06,1.6797785543097095e-06,1.6554309866064443e-06,8.025921490199357e-06,0.013418996065316836,8.027285896978053e-07,6.73307042187967
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.0002,5.073681943492768e-05,1.953561403697558e-05,4.682504277169192e-05,4.645614953339144e-06,1.0,1.0,10.967707379354534
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.00030682548092687834,2.287182693512891e-05,1.2235104878280326e-05,1.9324147483601164e-05,5.323483972922665e-06,0.45079347089273275,0.4661515176950634,10.967707379354534
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.00047070937873005034,7.044517110717094e-06,3.454187995890917e-06,6.139528207625486e-06,2.214275463850031e-06,0.13884427895114737,0.1168330951673049,10.967707379354534
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.000722128157528199,1.008580642438621e-06,-1.2399818708170764e-07,1.0009292491991386e-06,5.403719293834646e-07,0.019878672996681876,0.011144623667751187,10.967707379354534
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.0011078365961221508,2.030442629566471e-07,-1.8876728577693498e-07,7.479227593820779e-08,1.2097101555609333e-06,0.004001911535212821,0.00024112048509545726,10.967707379354534
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.0016995624819678722,9.963222925080217e-08,-5.957590142911405e-09,9.945395027435302e-08,3.0123663067604265e-06,0.001963706640669211,5.356698276817313e-07,10.967707379354534
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.0026073453794753566,1.1196825223223694e-07,3.259130987536179e-08,1.0712000760152129e-07,5.2097078622937555e-06,0.0022068441317225533,3.622985651964752e-11,10.967707379354534
-0.15,1.0,W2,zero,deep_hole,42.184232013728625,59.880395319189276,0.019595427448888158,0.05752220392306212,0.009154943091895351,0.004,5.002804283246582e-08,5.792252049820509e-09,4.969159773883694e-08,6.754781784279377e-06,0.0009860303304315143,1.1554245226266463e-17,10.967707379354534
