rho,T,invB,B,mu,E_ref,active_level_count,density_residual,active_vs_labeled_spectrum_error,below_branch,below_n,below_E,below_E_minus_mu,above_branch,above_n,above_E,above_E_minus_mu,nearest_LLplus_branch,nearest_LLplus_n,nearest_LLplus_E,nearest_LLplus_E_minus_mu,nearest_LLTRplus_branch,nearest_LLTRplus_n,nearest_LLTRplus_E,nearest_LLTRplus_E_minus_mu,fermi_bracketing_spacing,nearest_LLplus_LLTRplus_energy_difference,nearest_LLplus_LLTRplus_abs_splitting,nearest_LLplus_LLTRplus_n_difference
0.01,0.0002,37.03003337041157,0.027005106638630216,0.2062720692893368,0.12068404650260586,37,5.749220544082334e-14,0.0,LLTR+,1,0.17097131167452925,-0.035300757614807554,LL+,1,0.20641673028844026,0.00014466099910345753,LL+,1,0.20641673028844026,0.00014466099910345753,LLTR+,2,0.22556390428505543,0.019291834995718626,0.03544541861391101,0.01914717399661517,0.01914717399661517,1
0.01,0.0002,37.1301446051168,0.02693229478729778,0.2060419862041769,0.12064345389548803,37,4.683753385137379e-17,0.0,LLTR+,1,0.17086834635850598,-0.03517363984567093,LL+,1,0.20618095552528465,0.0001389693211077403,LL+,1,0.20618095552528465,0.0001389693211077403,LLTR+,2,0.22531228153473506,0.019270295330558157,0.03531260916677867,0.019131326009450417,0.019131326009450417,1
0.01,0.0002,37.23025583982202,0.02685987451449059,0.20581315034669687,0.12060307959339801,37,1.753805434212552e-15,0.0,LLTR+,1,0.1707658904385335,-0.035047259908163375,LL+,1,0.20594648159799722,0.00013333125130035595,LL+,1,0.20594648159799722,0.00013333125130035595,LLTR+,2,0.22506198497562535,0.019248834628928485,0.03518059115946373,0.01911550337762813,0.01911550337762813,1
0.01,0.0002,37.33036707452725,0.026787842669845054,0.20558555415127425,0.12056292184000812,37,-5.8685695192295384e-15,0.0,LLTR+,1,0.1706639400091044,-0.03492161414216985,LL+,1,0.2057132979773012,0.00012774382602695478,LL+,1,0.2057132979773012,0.00012774382602695478,LLTR+,2,0.224813004015675,0.019227449864400753,0.035049357968196804,0.019099706038373798,0.019099706038373798,1
0.01,0.0002,37.430478309232484,0.026716196136701335,0.20535919003152842,0.1205229788977805,37,-6.7589250168920145e-12,0.0,LLTR+,1,0.17056249120526343,-0.03479669882626499,LL+,1,0.20548139424667256,0.00012220421514413937,LL+,1,0.20548139424667256,0.00012220421514413937,LLTR+,2,0.22456532817582506,0.01920613814429664,0.03491890304140913,0.019083933929152502,0.019083933929152502,1
0.01,0.0002,37.53058954393771,0.026644931831653822,0.2051340503961595,0.12048324904771651,37,-2.4535408427173167e-13,0.0,LLTR+,1,0.17046154020207688,-0.03467251019408263,LL+,1,0.20525076010083615,0.00011670970467664299,LL+,1,0.20525076010083615,0.00011670970467664299,LLTR+,2,0.22431894708850367,0.01918489669234416,0.03478921989875927,0.019068186987667518,0.019068186987667518,1
0.01,0.0002,37.63070077864294,0.02657404670410878,0.204910127643376,0.12044373058911015,37,-5.1524756683463124e-14,0.0,LLTR+,1,0.17036108321411092,-0.03454904442926507,LL+,1,0.20502138534428604,0.00011125770091005571,LL+,1,0.20502138534428604,0.00011125770091005571,LLTR+,2,0.22407385049614478,0.019163722852768794,0.034660302130175125,0.01905246515185874,0.01905246515185874,1
0.01,0.0002,37.73081201334817,0.026503537735849052,0.2046874141817488,0.12040442183930536,37,7.632783294297951e-17,0.0,LLTR+,1,0.1702611164949177,-0.03442629768683109,LL+,1,0.2047932598898292,0.00010584570808039317,LL+,1,0.2047932598898292,0.00010584570808039317,LLTR+,2,0.22383002824973083,0.01914261406798204,0.03453214339491148,0.019036768359901646,0.019036768359901646,1
0.01,0.0002,37.830923248053395,0.026433401940605703,0.20446590242556226,0.12036532113345719,37,-2.3644560268043513e-11,0.0,LLTR+,1,0.17016163633652961,-0.03430426608903264,LL+,1,0.2045663737571525,0.00010047133159024613,LL+,1,0.2045663737571525,0.00010047133159024613,LLTR+,2,0.2235874703073579,0.019121567881795642,0.03440473742062289,0.019021096550205396,0.019021096550205396,1
0.01,0.0002,37.93103448275862,0.026363636363636363,0.20424558482561556,0.12032642682429678,37,-2.4388720210044568e-12,0.0,LLTR+,1,0.17006263906896157,-0.03418294575665398,LL+,1,0.2043407170714122,9.513224579663082e-05,LL+,1,0.2043407170714122,9.513224579663082e-05,LLTR+,2,0.22334616673282434,0.019100581907208786,0.03427807800245061,0.019005449661412155,0.019005449661412155,1
0.01,0.0002,38.03114571746385,0.026294238081310324,0.2040264538294096,0.12028773728190001,39,7.140121827120538e-15,0.0,LLTR+,1,0.1699641210597209,-0.0340623327696887,LL+,1,0.20411628006184568,8.982623243608545e-05,LL+,1,0.20411628006184568,8.982623243608545e-05,LLTR+,2,0.22310610769424094,0.019079653864831347,0.03415215900212479,0.018989827632395262,0.018989827632395262,1
0.01,0.0002,38.13125695216908,0.026225204200700115,0.20380850192572675,0.12024925089345982,39,-1.737203610130411e-11,0.0,LLTR+,1,0.16986607871332485,-0.0339424232124019,LL+,1,0.20389305306040556,8.455113467881192e-05,LL+,1,0.20389305306040556,8.455113467881192e-05,LLTR+,2,0.22286728346266357,0.019058781536936825,0.03402697434708071,0.018974230402258013,0.018974230402258013,1
0.01,0.0002,38.231368186874306,0.026156531859179516,0.2035917216477066,0.12021096606306209,39,-1.2106808611189734e-13,0.0,LLTR+,1,0.16976850847082575,-0.03382321317688086,LL+,1,0.2036710265004145,7.930485270787879e-05,LL+,1,0.2036710265004145,7.930485270787879e-05,LLTR+,2,0.22262968441074696,0.019037962763040345,0.03390251802958874,0.018958657910332466,0.018958657910332466,1
0.01,0.0002,38.33147942157953,0.02608821822402786,0.20337610554479027,0.12017288121146504,39,1.491862189340054e-16,0.0,LLTR+,1,0.1696714068093433,-0.03370469873544696,LL+,1,0.20345019091524158,7.408537045131003e-05,LL+,1,0.20345019091524158,7.408537045131003e-05,LLTR+,2,0.22239330101141963,0.01901719546662936,0.03377878410589827,0.01894311009617805,0.01894311009617805,1
0.01,0.0002,38.43159065628476,0.02602026049204052,0.2031616462217604,0.1201349947758821,39,-2.4777055407376736e-14,0.0,LLTR+,1,0.16957477024160414,-0.03358687598015625,LL+,1,0.20323053693699938,6.889071523899504e-05,LL+,1,0.20323053693699938,6.889071523899504e-05,LLTR+,2,0.22215812383657954,0.01899647761481915,0.033655766695395245,0.018927586899580157,0.018927586899580157,1
0.01,0.0002,38.53170189098999,0.025952655889145495,0.2029483363251258,0.12009730520976812,39,-8.013988778143855e-13,0.0,LLTR+,1,0.16947859531548853,-0.03346974100963726,LL+,1,0.203012055295261,6.371897013521255e-05,LL+,1,0.203012055295261,6.371897013521255e-05,LLTR+,2,0.22192414355581014,0.018975807230684344,0.03353345997977247,0.01891208826054913,0.01891208826054913,1
0.01,0.0002,38.63181312569522,0.025885401670025916,0.20273616854888304,0.12005981098260896,39,-8.872956189232006e-12,0.0,LLTR+,1,0.16938287861358398,-0.03335328993529907,LL+,1,0.2027947368157975,5.8568266914443834e-05,LL+,1,0.2027947368157975,5.8568266914443834e-05,LLTR+,2,0.22169135093511616,0.018955182386233116,0.03341185820221351,0.018896614119318672,0.018896614119318672,1
0.01,0.0002,38.73192436040044,0.025818495117748422,0.20252513564497854,0.12002251057971425,39,6.279698983036042e-16,0.0,LLTR+,1,0.1692876167527457,-0.03323751889223284,LL+,1,0.20257857241933455,5.3436774356013794e-05,LL+,1,0.20257857241933455,5.3436774356013794e-05,LLTR+,2,0.22145973683567927,0.01893460119070073,0.03329095566658885,0.018881164416344715,0.018881164416344715,1
0.01,0.0002,38.83203559510567,0.025751933543397307,0.20231523041024507,0.1199854025020135,39,8.545247842661752e-15,0.0,LLTR+,1,0.16919280638366363,-0.03312242402658144,LL+,1,0.2023635531203284,4.832271008331501e-05,LL+,1,0.2023635531203284,4.832271008331501e-05,LLTR+,2,0.22122929221263268,0.01891406180238761,0.03317074673666476,0.018865739092304296,0.018865739092304296,1
0.01,0.0002,38.932146829810904,0.025685714285714284,0.2021064457059865,0.11994848526585522,39,-3.136033099870872e-14,0.0,LLTR+,1,0.16909844419043635,-0.03300800151555014,LL+,1,0.20214967002576087,4.3224319774382014e-05,LL+,1,0.20214967002576087,4.3224319774382014e-05,LLTR+,2,0.22100000811385498,0.01889356240786849,0.03305122583532452,0.01885033808809411,0.01885033808809411,1
0.01,0.0002,39.03225806451613,0.0256198347107438,0.2018987744521285,0.11991175740280918,39,6.051617540414611e-13,0.0,LLTR+,1,0.16900452689015116,-0.03289424756197734,LL+,1,0.20193691433395286,3.8139881824356126e-05,LL+,1,0.20193691433395286,3.8139881824356126e-05,LLTR+,2,0.22077187567878212,0.018873101226653616,0.0329323874438017,0.01883496134482926,0.01883496134482926,1
0.01,0.0002,39.13236929922136,0.025554292211483795,0.2016922096311237,0.11987521745947172,39,1.6925991858096623e-12,0.0,LLTR+,1,0.16891105123247058,-0.032781158398653115,LL+,1,0.20172527733339585,3.306770227215483e-05,LL+,1,0.20172527733339585,3.306770227215483e-05,LLTR+,2,0.22054488613723808,0.018852676506114385,0.03281422610092527,0.01881960880384223,0.01881960880384223,1
0.01,0.0002,39.23248053392659,0.025489084207541816,0.20148674429030847,0.11983886399727407,39,2.0026046793075736e-12,0.0,LLTR+,1,0.16881801399922525,-0.03266873029108322,LL+,1,0.20151475040160144,2.8006111292971925e-05,LL+,1,0.20151475040160144,2.8006111292971925e-05,LLTR+,2,0.22031903080828294,0.018832286517974473,0.03269673640237619,0.0188042804066815,0.0188042804066815,1
0.01,0.0002,39.332591768631815,0.02542420814479638,0.2012823715398679,0.11980269559229349,39,-2.237965888995941e-11,0.0,LLTR+,1,0.16872541200401286,-0.03255695953585502,LL+,1,0.20130532500396858,2.2953464100694543e-05,LL+,1,0.20130532500396858,2.2953464100694543e-05,LLTR+,2,0.22009430109907893,0.018811929559211044,0.03257991299995572,0.01878897609511035,0.01878897609511035,1
0.01,0.0002,39.43270300333704,0.02535966149506347,0.20107908457821705,0.1197667108350674,39,-1.1071386862848698e-12,0.0,LLTR+,1,0.16863324209180297,-0.03244584248641408,LL+,1,0.20109699269266784,1.79081144507931e-05,LL+,1,0.20109699269266784,1.79081144507931e-05,LLTR+,2,0.21987068850377364,0.018791603925556594,0.03246375060086487,0.0187736958111058,0.0187736958111058,1
0.01,0.0002,39.53281423804227,0.025295441755768148,0.20087687664841447,0.11973090833041025,39,7.44369843541648e-15,0.0,LLTR+,1,0.16854150113854796,-0.03233537550986651,LL+,1,0.20088974510554275,1.2868457128278887e-05,LL+,1,0.20088974510554275,1.2868457128278887e-05,LLTR+,2,0.2196481846023998,0.018771307953985322,0.03234824396699479,0.018758439496857043,0.018758439496857043,1
0.01,0.0002,39.6329254727475,0.0252315464496211,0.20067574108406233,0.11969528669723327,39,-2.3141211169530607e-15,0.0,LLTR+,1,0.1684501860507997,-0.03222555503326263,LL+,1,0.20068357396502773,7.832880965397138e-06,LL+,1,0.20068357396502773,7.832880965397138e-06,LLTR+,2,0.2194267810597926,0.01875103997573027,0.03223338791422803,0.018743207094764874,0.018743207094764874,1
0.01,0.0002,39.733036707452726,0.02516797312430011,0.2004756712909586,0.11965984456836681,39,-5.410602521571661e-15,0.0,LLTR+,1,0.168359293765332,-0.0321163775256266,LL+,1,0.2004784710770825,2.7997861238859834e-06,LL+,1,0.2004784710770825,2.7997861238859834e-06,LLTR+,2,0.2192064696245224,0.01873079833356378,0.032119177311750485,0.018727998547439895,0.018727998547439895,1
0.01,0.0002,39.83314794215795,0.025104719352136276,0.20027666075243172,0.11962458059038548,39,1.1796119636642288e-16,0.0,LL+,1,0.20027442833014233,-2.2324222893888024e-06,LLTR+,2,0.21898724212784407,0.018710581375412344,LL+,1,0.20027442833014233,-2.2324222893888024e-06,LLTR+,2,0.21898724212784407,0.018710581375412344,0.018712813797701733,0.018712813797701733,0.018712813797701733,1
0.01,0.0002,39.93325917686318,0.025041782729805014,0.20007870303156372,0.1195894934234358,39,-4.3194614551822497e-16,0.0,LL+,1,0.2000714376940843,-7.265337479411826e-06,LLTR+,2,0.21876909048266208,0.018690387451098356,LL+,1,0.2000714376940843,-7.265337479411826e-06,LLTR+,2,0.21876909048266208,0.018690387451098356,0.018697652788577768,0.018697652788577768,0.018697652788577768,1
0.01,0.0002,40.03337041156841,0.02497916087802167,0.19988179177337081,0.11955458174106659,41,8.093699321864989e-13,0.0,LL+,1,0.199869491219209,-1.230055416182041e-05,LLTR+,2,0.21855200668251096,0.018670214909140143,LL+,1,0.199869491219209,-1.230055416182041e-05,LLTR+,2,0.21855200668251096,0.018670214909140143,0.018682515463301963,0.018682515463301963,0.018682515463301963,1
0.01,0.0002,40.13348164627364,0.024916851441241686,0.1996859207060049,0.11951984423006175,41,-4.27904239819199e-14,0.0,LL+,1,0.19966858103523735,-1.7339670767557713e-05,LLTR+,2,0.21833598280055116,0.018650062094546255,LL+,1,0.19966858103523735,-1.7339670767557713e-05,LLTR+,2,0.21833598280055116,0.018650062094546255,0.018667401765313812,0.018667401765313812,0.018667401765313812,1
0.01,0.0002,40.23359288097887,0.02485485208736522,0.1994910836444475,0.11948527959027562,41,-2.4110574647906446e-13,0.0,LL+,1,0.1994686993503227,-2.2384294124822013e-05,LLTR+,2,0.21812101098857975,0.01862992734413224,LL+,1,0.1994686993503227,-2.2384294124822013e-05,LLTR+,2,0.21812101098857975,0.01862992734413224,0.018652311638257063,0.018652311638257063,0.018652311638257063,1
0.01,0.0002,40.3337041156841,0.02479316050744622,0.19929727449115445,0.11945088653447078,41,3.642919299551295e-16,0.0,LL+,1,0.19926983845007712,-2.7436041077327777e-05,LLTR+,2,0.21790708347605584,0.018609808984901388,LL+,1,0.19926983845007712,-2.7436041077327777e-05,LLTR+,2,0.21790708347605584,0.018609808984901388,0.018637245025978716,0.018637245025978716,0.018637245025978716,1
0.01,0.0002,40.433815350389324,0.024731774415405777,0.1991044872386635,0.11941666378815823,41,6.32098540176429e-14,0.0,LL+,1,0.19907199069661283,-3.249654205067509e-05,LLTR+,2,0.21769419256914066,0.018589705330477158,LL+,1,0.19907199069661283,-3.249654205067509e-05,LLTR+,2,0.21769419256914066,0.018589705330477158,0.018622201872527833,0.018622201872527833,0.018622201872527833,1
0.01,0.0002,40.53392658509455,0.024670691547749726,0.19891271597209462,0.11938261008943998,41,9.252321131469898e-14,0.0,LL+,1,0.1988751485275972,-3.7567444497427216e-05,LLTR+,2,0.21748233064975184,0.01856961467765722,LL+,1,0.1988751485275972,-3.7567444497427216e-05,LLTR+,2,0.21748233064975184,0.01856961467765722,0.018607182122154647,0.018607182122154647,0.018607182122154647,1
0.01,0.0002,40.63403781979978,0.024609909663290446,0.19872195487008032,0.11934872418885394,41,-5.931805394099321e-12,0.0,LL+,1,0.19867930445532206,-4.26504147582607e-05,LLTR+,2,0.21727149017463124,0.018549535304550918,LL+,1,0.19867930445532206,-4.26504147582607e-05,LLTR+,2,0.21727149017463124,0.018549535304550918,0.01859218571930918,0.01859218571930918,0.01859218571930918,1
0.01,0.0002,40.73414905450501,0.024549426542872742,0.1985321982134732,0.11931500484922106,41,-1.5612511283791264e-15,0.0,LL+,1,0.19848445106578685,-4.774714768635002e-05,LLTR+,2,0.21706166367442706,0.018529465460953853,LL+,1,0.19848445106578685,-4.774714768635002e-05,LLTR+,2,0.21706166367442706,0.018529465460953853,0.018577212608640203,0.018577212608640203,0.018577212608640203,1
0.01,0.0002,40.834260289210235,0.024489239989103784,0.198343440375054,0.11928145084549487,41,-2.4620756822191225e-12,0.0,LL+,1,0.19829058101779487,-5.285935725912738e-05,LLTR+,2,0.21685284375278913,0.01850940337773513,LL+,1,0.19829058101779487,-5.285935725912738e-05,LLTR+,2,0.21685284375278913,0.01850940337773513,0.018562262734994256,0.018562262734994256,0.018562262734994256,1
0.01,0.0002,40.93437152391546,0.024429347826086956,0.19815567583713817,0.11924806096461299,41,-2.1875556921457928e-13,0.0,LL+,1,0.19809768704206293,-5.798879507523669e-05,LLTR+,2,0.21664502308547764,0.018489347248339477,LL+,1,0.19809768704206293,-5.798879507523669e-05,LLTR+,2,0.21664502308547764,0.018489347248339477,0.018547336043414714,0.018547336043414714,0.018547336043414714,1
0.01,0.0002,41.03448275862069,0.024369747899159664,0.19796889918343866,0.11921483400535102,41,4.822531263215524e-15,0.0,LL+,1,0.19790576194034434,-6.313724309431334e-05,LLTR+,2,0.21643819441948473,0.018469295236046068,LL+,1,0.19790576194034434,-6.313724309431334e-05,LLTR+,2,0.21643819441948473,0.018469295236046068,0.01853243247914038,0.01853243247914038,0.01853243247914038,1
0.01,0.0002,41.13459399332592,0.024310438074634934,0.1977831051080734,0.11918176877817849,41,7.4593109467002705e-16,0.0,LL+,1,0.19771479858456434,-6.830652350905964e-05,LLTR+,2,0.21623235057216894,0.018449245464095543,LL+,1,0.19771479858456434,-6.830652350905964e-05,LLTR+,2,0.21623235057216894,0.018449245464095543,0.018517551987604602,0.018517551987604602,0.018517551987604602,1
0.01,0.0002,41.234705228031146,0.024251416239546804,0.19759828841678193,0.11914886410511685,41,-1.2663481374630692e-16,0.0,LL+,1,0.1975247899159681,-7.349850081381226e-05,LLTR+,2,0.21602748443040248,0.018429196013620558,LL+,1,0.1975247899159681,-7.349850081381226e-05,LLTR+,2,0.21602748443040248,0.018429196013620558,0.01850269451443437,0.01850269451443437,0.01850269451443437,1
0.01,0.0002,41.33481646273637,0.024192680301399358,0.19741444403172284,0.11911611881959966,41,4.470687708924004e-12,0.0,LL+,1,0.19733572894428159,-7.871508744125566e-05,LLTR+,2,0.21582358894973055,0.018409144918007714,LL+,1,0.19733572894428159,-7.871508744125566e-05,LLTR+,2,0.21582358894973055,0.018409144918007714,0.01848786000544897,0.01848786000544897,0.01848786000544897,1
0.01,0.0002,41.43492769744161,0.02413422818791946,0.19723156699100697,0.1190835317663346,41,2.252460370999465e-12,0.0,LL+,1,0.19714760874688383,-8.395824412313346e-05,LLTR+,2,0.21562065715354303,0.018389090162536065,LL+,1,0.19714760874688383,-8.395824412313346e-05,LLTR+,2,0.21562065715354303,0.018389090162536065,0.018473048406659198,0.018473048406659198,0.018473048406659198,1
0.01,0.0002,41.53503893214683,0.02407605784681307,0.19704965246001552,0.11905110180116779,41,-3.7296554733501353e-16,0.0,LL+,1,0.19696042246799192,-8.922999202359838e-05,LLTR+,2,0.2154186821322582,0.018369029672242687,LL+,1,0.19696042246799192,-8.922999202359838e-05,LLTR+,2,0.2154186821322582,0.018369029672242687,0.018458259664266286,0.018458259664266286,0.018458259664266286,1
0.01,0.0002,41.63515016685206,0.02401816724552498,0.19686869573117496,0.11901882779094969,41,3.8003801494657097e-13,0.0,LL+,1,0.1967741633178572,-9.453241331777718e-05,LLTR+,2,0.215217657042518,0.01834896131134303,LL+,1,0.1967741633178572,-9.453241331777718e-05,LLTR+,2,0.215217657042518,0.01834896131134303,0.01844349372466081,0.01844349372466081,0.01844349372466081,1
0.01,0.0002,41.73526140155729,0.02396055437100213,0.19668869222826646,0.1189867086134032,41,-9.284240043427872e-15,0.0,LL+,1,0.19658882457197338,-9.986765629307892e-05,LLTR+,2,0.2150175751063951,0.018328882878128644,LL+,1,0.19658882457197338,-9.986765629307892e-05,LLTR+,2,0.2150175751063951,0.018328882878128644,0.018428750534421723,0.018428750534421723,0.018428750534421723,1
0.01,0.0002,41.83537263626252,0.023903217229460247,0.19650963751334163,0.11895474315699359,41,-2.8075475971833797e-12,0.0,LL+,1,0.19640439957029587,-0.00010523794304576062,LLTR+,2,0.21481842961061112,0.01830879209726949,LL+,1,0.19640439957029587,-0.00010523794304576062,LLTR+,2,0.21481842961061112,0.01830879209726949,0.01841403004031525,0.01841403004031525,0.01841403004031525,1
0.01,0.0002,41.935483870967744,0.023846153846153847,0.19633152729829373,0.11892293032080029,41,1.804256223592038e-11,0.0,LL+,1,0.19622088171647226,-0.00011064558182147244,LLTR+,2,0.2146202139057665,0.018288686607472765,LL+,1,0.19622088171647226,-0.00011064558182147244,LLTR+,2,0.2146202139057665,0.018288686607472765,0.018399332189294237,0.018399332189294237,0.018399332189294237,1
0.01,0.0002,42.03559510567297,0.02378936226514951,0.19615435742462578,0.11889126901439036,43,-5.384581669432009e-15,0.0,LL+,1,0.19603826447708372,-0.0001160929475420569,LLTR+,2,0.21442292140558047,0.018268563980954694,LL+,1,0.19603826447708372,-0.0001160929475420569,LLTR+,2,0.21442292140558047,0.018268563980954694,0.01838465692849675,0.01838465692849675,0.01838465692849675,1
0.01,0.0002,42.1357063403782,0.02373284054910243,0.19597812391741642,0.11885975815769412,43,3.408731630294426e-15,0.0,LL+,1,0.19585654138089764,-0.00012158253651878281,LLTR+,2,0.2142265455861429,0.018248421668726478,LL+,1,0.19585654138089764,-0.00012158253651878281,LLTR+,2,0.2142265455861429,0.018248421668726478,0.01837000420524526,0.01837000420524526,0.01837000420524526,1
0.01,0.0002,42.23581757508343,0.023676586779036078,0.1958028229488466,0.11882839668088213,43,1.654693743136093e-12,0.0,LL+,1,0.1956757060181304,-0.000127116930716209,LLTR+,2,0.21403107998517615,0.018228257036329548,LL+,1,0.1956757060181304,-0.000127116930716209,LLTR+,2,0.21403107998517615,0.018228257036329548,0.018355373967045757,0.018355373967045757,0.018355373967045757,1
0.01,0.0002,42.335928809788655,0.023620599054125065,0.19562845086373182,0.11879718352424423,43,-7.2026204445130304e-12,0.0,LL+,1,0.19549575203972072,-0.000132698824011096,LLTR+,2,0.2138365182013074,0.018208067337575573,LL+,1,0.19549575203972072,-0.000132698824011096,LLTR+,2,0.2138365182013074,0.018208067337575573,0.01834076616158667,0.01834076616158667,0.01834076616158667,1
0.01,0.0002,42.436040044493886,0.023564875491480994,0.19545500419740028,0.11876611763807016,43,3.290848496484422e-12,0.0,LL+,1,0.19531667315661366,-0.00013833104078661562,LLTR+,2,0.21364285389335155,0.018187849695951275,LL+,1,0.19531667315661366,-0.00013833104078661562,LLTR+,2,0.21364285389335155,0.018187849695951275,0.01832618073673789,0.01832618073673789,0.01832618073673789,1
0.01,0.0002,42.53615127919911,0.02350941422594142,0.19528247966043716,0.11873519798253185,43,4.978656376053436e-16,0.0,LL+,1,0.19513846313905397,-0.00014401652138318344,LLTR+,2,0.21345008077960403,0.018167601119166876,LL+,1,0.19513846313905397,-0.00014401652138318344,LLTR+,2,0.21345008077960403,0.018167601119166876,0.01831161764055006,0.01831161764055006,0.01831161764055006,1
0.01,0.0002,42.63626251390434,0.023454213409861726,0.1951108741762854,0.11870442352756742,43,3.669529957672779e-13,0.0,LL+,1,0.19496111581589043,-0.0001497583603949637,LLTR+,2,0.2132581926371436,0.01814731846085821,LL+,1,0.19496111581589043,-0.0001497583603949637,LLTR+,2,0.2132581926371436,0.01814731846085821,0.018297076821253172,0.018297076821253172,0.018297076821253172,1
0.01,0.0002,42.736373748609566,0.023399271212909942,0.19494018487787104,0.11867379325276681,43,8.915885391092004e-12,0.0,LL+,1,0.19478462507388888,-0.00015555980398215818,LLTR+,2,0.21306718330114496,0.01812699842327392,LL+,1,0.19478462507388888,-0.00015555980398215818,LLTR+,2,0.21306718330114496,0.01812699842327392,0.01828255822725608,0.01828255822725608,0.01828255822725608,1
0.01,0.0002,42.8364849833148,0.02334458582186445,0.19477040911593882,0.11864330614725893,43,-6.808789643208968e-15,0.0,LL+,1,0.19460898485705574,-0.000161424258883075,LLTR+,2,0.21287704666420112,0.018106637548262305,LL+,1,0.19460898485705574,-0.000161424258883075,LLTR+,2,0.21287704666420112,0.018106637548262305,0.01826806180714538,0.01826806180714538,0.01826806180714538,1
0.01,0.0002,42.93659621802002,0.023290155440414507,0.19460154449377803,0.1186129612096006,43,-1.1001789756992508e-13,0.0,LL+,1,0.19443418916597055,-0.00016735532780748352,LLTR+,2,0.21268777667565494,0.01808623218187691,LL+,1,0.19443418916597055,-0.00016735532780748352,LLTR+,2,0.21268777667565494,0.01808623218187691,0.018253587509684394,0.018253587509684394,0.018253587509684394,1
0.01,0.0002,43.03670745272525,0.023235978288963555,0.1944335888612977,0.11858275744766669,43,-2.593845277454321e-13,0.0,LL+,1,0.1942602320571278,-0.00017335680416988297,LLTR+,2,0.2124993673409403,0.018065778479642608,LL+,1,0.1942602320571278,-0.00017335680416988297,LLTR+,2,0.2124993673409403,0.018065778479642608,0.01823913528381249,0.01823913528381249,0.01823913528381249,1
0.01,0.0002,43.13681868743048,0.023182052604435278,0.19426654034550742,0.11855269387854217,43,7.2314151194907694e-12,0.0,LL+,1,0.1940871076422883,-0.00017943270321912896,LLTR+,2,0.21231181272093222,0.018045272375424803,LL+,1,0.1940871076422883,-0.00017943270321912896,LLTR+,2,0.21231181272093222,0.018045272375424803,0.018224705078643932,0.018224705078643932,0.018224705078643932,1
0.01,0.0002,43.23692992213571,0.023128376640082323,0.19410039735551293,0.1185227695284154,43,-8.626970665615019e-12,0.0,LL+,1,0.19391481008783906,-0.00018558726767387013,LLTR+,2,0.21212510693130612,0.01802470957579319,LL+,1,0.19391481008783906,-0.00018558726767387013,LLTR+,2,0.21212510693130612,0.01802470957579319,0.01821029684346706,0.01821029684346706,0.01821029684346706,1
0.01,0.0002,43.33704115684094,0.02307494866529774,0.19393515863505786,0.118492983432473,43,-9.478424989328715e-13,0.0,LL+,1,0.19374333361416254,-0.00019182502089531983,LLTR+,2,0.21193924414190604,0.018004085506848178,LL+,1,0.19374333361416254,-0.00019182502089531983,LLTR+,2,0.21193924414190604,0.018004085506848178,0.018195910527743497,0.018195910527743497,0.018195910527743497,1
0.01,0.0002,43.437152391546164,0.023021766965428937,0.19377082324556694,0.11846333463479614,43,-4.0592529337857286e-16,0.0,LL+,1,0.19357267249501414,-0.00019815075055279463,LLTR+,2,0.21175421857612134,0.017983395330554403,LL+,1,0.19357267249501414,-0.00019815075055279463,LLTR+,2,0.21175421857612134,0.017983395330554403,0.018181546081107197,0.018181546081107197,0.018181546081107197,1
0.01,0.0002,43.537263626251395,0.022968829841594273,0.19360739062335738,0.11843382218825832,43,9.480090323865653e-14,0.0,LL+,1,0.19340282105690862,-0.00020456956644876456,LLTR+,2,0.21157002451027196,0.017962633886914575,LL+,1,0.19340282105690862,-0.00020456956644876456,LLTR+,2,0.21157002451027196,0.017962633886914575,0.01816720345336334,0.01816720345336334,0.01816720345336334,1
0.01,0.0002,43.63737486095662,0.022916135610502167,0.1934448605990221,0.11840444515442447,43,-1.9081958235744878e-17,0.0,LL+,1,0.1932337736785149,-0.00021108692050719746,LLTR+,2,0.21138665627300277,0.01794179567398066,LL+,1,0.1932337736785149,-0.00021108692050719746,LLTR+,2,0.21138665627300277,0.01794179567398066,0.018152882594487857,0.018152882594487857,0.018152882594487857,1
0.01,0.0002,43.73748609566185,0.02286368260427263,0.19328323343491902,0.1183752026034515,43,6.932640225776332e-12,0.0,LL+,1,0.19306552479005906,-0.00021770864485995411,LLTR+,2,0.2112041082446853,0.017920874809766285,LL+,1,0.19306552479005906,-0.00021770864485995411,LLTR+,2,0.2112041082446853,0.017920874809766285,0.01813858345462624,0.01813858345462624,0.01813858345462624,1
0.01,0.0002,43.837597330367075,0.022811469170261355,0.19312250985304677,0.1183460936139902,43,-1.861663601054886e-12,0.0,LL+,1,0.1928980688727356,-0.000224440980311158,LLTR+,2,0.21102237485682837,0.0178998650037816,LL+,1,0.1928980688727356,-0.000224440980311158,LLTR+,2,0.21102237485682837,0.0178998650037816,0.01812430598409276,0.01812430598409276,0.01812430598409276,1
0.01,0.0002,43.937708565072306,0.022759493670886075,0.19296269110243322,0.1183171172730885,43,2.2063340737732418e-12,0.0,LL+,1,0.1927314004581267,-0.0002312906443065199,LLTR+,2,0.21084145059149648,0.017878759489063256,LL+,1,0.1927314004581267,-0.0002312906443065199,LLTR+,2,0.21084145059149648,0.017878759489063256,0.018110050133369776,0.018110050133369776,0.018110050133369776,1
